fmin,alg,n_iterations,run_time,converged,Start_guess
2.404827905921647,Optim_IPNewton,18,0.0901038646697998,true,1
2.4048279060929705,Optim_IPNewton,17,0.08752202987670898,true,2
2.404827905911807,Optim_IPNewton,20,0.09914708137512207,true,3
2.4048279060286903,Optim_IPNewton,19,0.09881591796875,true,4
2.4048279058491255,Optim_IPNewton,21,0.10488700866699219,true,5
2.404827905927022,Optim_IPNewton,19,0.08881092071533203,true,6
2.404827906357357,Optim_IPNewton,17,0.08271002769470215,true,7
2.4048279059742064,Optim_IPNewton,19,0.10038900375366211,true,8
2.404827905845243,Optim_IPNewton,18,0.09125590324401855,true,9
2.404827905956903,Optim_IPNewton,22,0.10152697563171387,true,10
