fmin,alg,n_iterations,run_time,converged,Start_guess
2.404827905921647,Optim_IPNewton,18,0.08982491493225098,true,1
2.4048279060929705,Optim_IPNewton,17,0.08700704574584961,true,2
2.404827905911807,Optim_IPNewton,20,0.09795999526977539,true,3
2.4048279060286903,Optim_IPNewton,19,0.09904289245605469,true,4
2.4048279058491255,Optim_IPNewton,21,0.10447001457214355,true,5
2.404827905927022,Optim_IPNewton,19,0.08784294128417969,true,6
2.404827906357357,Optim_IPNewton,17,0.08096003532409668,true,7
2.4048279059742064,Optim_IPNewton,19,0.09938812255859375,true,8
2.404827905845243,Optim_IPNewton,18,0.09018421173095703,true,9
2.404827905956903,Optim_IPNewton,22,0.10192608833312988,true,10
