fmin,alg,n_iterations,run_time,converged,Start_guess
2.404827905921647,Optim_IPNewton,18,0.09114289283752441,true,1
2.4048279060929705,Optim_IPNewton,17,0.08945703506469727,true,2
2.404827905911807,Optim_IPNewton,20,0.10080480575561523,true,3
2.4048279060286903,Optim_IPNewton,19,0.09885406494140625,true,4
2.4048279058491255,Optim_IPNewton,21,0.10619711875915527,true,5
2.404827905927022,Optim_IPNewton,19,0.08967900276184082,true,6
2.404827906357357,Optim_IPNewton,17,0.08137297630310059,true,7
2.4048279059742064,Optim_IPNewton,19,0.0987699031829834,true,8
2.404827905845243,Optim_IPNewton,18,0.09213995933532715,true,9
2.404827905956903,Optim_IPNewton,22,0.1020200252532959,true,10
