fmin,alg,n_iterations,run_time,converged,Start_guess
2.404827905921647,Optim_IPNewton,18,0.09183311462402344,true,1
2.4048279060929705,Optim_IPNewton,17,0.08845686912536621,true,2
2.404827905911807,Optim_IPNewton,20,0.10077714920043945,true,3
2.4048279060286903,Optim_IPNewton,19,0.09968400001525879,true,4
2.4048279058491255,Optim_IPNewton,21,0.10780978202819824,true,5
2.404827905927022,Optim_IPNewton,19,0.09033989906311035,true,6
2.404827906357357,Optim_IPNewton,17,0.08224797248840332,true,7
2.4048279059742064,Optim_IPNewton,19,0.10274696350097656,true,8
2.404827905845243,Optim_IPNewton,18,0.09299802780151367,true,9
2.404827905956903,Optim_IPNewton,22,0.1036980152130127,true,10
