fmin,alg,n_iterations,run_time,converged,Start_guess
2.419527025813688,Optim_IPNewton,21,4.590633869171143,true,1
2.4195270258276254,Optim_IPNewton,18,0.16723895072937012,true,2
2.4195270257285975,Optim_IPNewton,20,0.19461798667907715,true,3
2.4195270257286583,Optim_IPNewton,20,0.20325303077697754,true,4
2.4195270260666804,Optim_IPNewton,18,0.1728518009185791,true,5
2.4195270258297343,Optim_IPNewton,22,0.2056140899658203,true,6
2.419527025768531,Optim_IPNewton,32,0.2410600185394287,true,7
2.4195270257983412,Optim_IPNewton,19,0.19806504249572754,true,8
2.4195270258151482,Optim_IPNewton,19,0.18045997619628906,true,9
2.41952702580531,Optim_IPNewton,29,0.21918201446533203,true,10
