fmin,alg,n_iterations,run_time,converged,Start_guess
2.404827905921647,Optim_IPNewton,18,0.09096884727478027,true,1
2.4048279060929705,Optim_IPNewton,17,0.08798098564147949,true,2
2.404827905911807,Optim_IPNewton,20,0.10036492347717285,true,3
2.4048279060286903,Optim_IPNewton,19,0.1395571231842041,true,4
2.4048279058491255,Optim_IPNewton,21,0.10604596138000488,true,5
2.404827905927022,Optim_IPNewton,19,0.09069108963012695,true,6
2.404827906357357,Optim_IPNewton,17,0.08122396469116211,true,7
2.4048279059742064,Optim_IPNewton,19,0.10011696815490723,true,8
2.404827905845243,Optim_IPNewton,18,0.09060192108154297,true,9
2.404827905956903,Optim_IPNewton,22,0.10202598571777344,true,10
