fmin,alg,n_iterations,run_time,converged,Start_guess
2.404827905921647,Optim_IPNewton,18,0.09146690368652344,true,1
2.4048279060929705,Optim_IPNewton,17,0.0891118049621582,true,2
2.404827905911807,Optim_IPNewton,20,0.13966608047485352,true,3
2.4048279060286903,Optim_IPNewton,19,0.09940695762634277,true,4
2.4048279058491255,Optim_IPNewton,21,0.10666608810424805,true,5
2.404827905927022,Optim_IPNewton,19,0.12734580039978027,true,6
2.404827906357357,Optim_IPNewton,17,0.08242297172546387,true,7
2.4048279059742064,Optim_IPNewton,19,0.10132813453674316,true,8
2.404827905845243,Optim_IPNewton,18,0.1201639175415039,true,9
2.404827905956903,Optim_IPNewton,22,0.10344791412353516,true,10
