fmin,alg,n_iterations,run_time,converged,Start_guess
2.404827905921647,Optim_IPNewton,18,0.09259915351867676,true,1
2.4048279060929705,Optim_IPNewton,17,0.08699893951416016,true,2
2.404827905911807,Optim_IPNewton,20,0.09979820251464844,true,3
2.4048279060286903,Optim_IPNewton,19,0.10016202926635742,true,4
2.4048279058491255,Optim_IPNewton,21,0.10451292991638184,true,5
2.404827905927022,Optim_IPNewton,19,0.08939313888549805,true,6
2.404827906357357,Optim_IPNewton,17,0.08204102516174316,true,7
2.4048279059742064,Optim_IPNewton,19,0.09917211532592773,true,8
2.404827905845243,Optim_IPNewton,18,0.09158015251159668,true,9
2.404827905956903,Optim_IPNewton,22,0.10316896438598633,true,10
