fmin,alg,n_iterations,run_time,converged,Start_guess
2.404827905921647,Optim_IPNewton,18,0.08971500396728516,true,1
2.4048279060929705,Optim_IPNewton,17,0.13245606422424316,true,2
2.404827905911807,Optim_IPNewton,20,0.09849691390991211,true,3
2.4048279060286903,Optim_IPNewton,19,0.09920692443847656,true,4
2.4048279058491255,Optim_IPNewton,21,0.14531683921813965,true,5
2.404827905927022,Optim_IPNewton,19,0.08852815628051758,true,6
2.404827906357357,Optim_IPNewton,17,0.08130311965942383,true,7
2.4048279059742064,Optim_IPNewton,19,0.13112211227416992,true,8
2.404827905845243,Optim_IPNewton,18,0.09146690368652344,true,9
2.404827905956903,Optim_IPNewton,22,0.10224223136901855,true,10
