fmin,alg,n_iterations,run_time,converged,Start_guess
2.404827905921647,Optim_IPNewton,18,0.09003496170043945,true,1
2.4048279060929705,Optim_IPNewton,17,0.08796310424804688,true,2
2.404827905911807,Optim_IPNewton,20,0.09855008125305176,true,3
2.4048279060286903,Optim_IPNewton,19,0.14821314811706543,true,4
2.4048279058491255,Optim_IPNewton,21,0.10492587089538574,true,5
2.404827905927022,Optim_IPNewton,19,0.08833503723144531,true,6
2.404827906357357,Optim_IPNewton,17,0.08051705360412598,true,7
2.4048279059742064,Optim_IPNewton,19,0.09981012344360352,true,8
2.404827905845243,Optim_IPNewton,18,0.09060382843017578,true,9
2.404827905956903,Optim_IPNewton,22,0.1020359992980957,true,10
