fmin,alg,n_iterations,run_time,converged,Start_guess
2.4048279059216466,Optim_IPNewton,18,0.11615395545959473,true,1
2.4048279060929705,Optim_IPNewton,17,0.11199188232421875,true,2
2.4048279059118074,Optim_IPNewton,20,0.20555686950683594,true,3
2.4048279060286903,Optim_IPNewton,19,0.12598419189453125,true,4
2.4048279058491246,Optim_IPNewton,21,0.1358659267425537,true,5
2.4048279059270223,Optim_IPNewton,19,0.1878049373626709,true,6
2.404827906357357,Optim_IPNewton,17,0.10373401641845703,true,7
2.404827905974207,Optim_IPNewton,19,0.12886500358581543,true,8
2.404827905845242,Optim_IPNewton,18,0.1691579818725586,true,9
2.4048279059569024,Optim_IPNewton,22,0.1305861473083496,true,10
