fmin,alg,n_iterations,run_time,converged,Start_guess
2.419527025813688,Optim_IPNewton,21,3.16749906539917,true,1
2.4195270258276254,Optim_IPNewton,18,0.12626218795776367,true,2
2.4195270257285975,Optim_IPNewton,20,0.10253190994262695,true,3
2.4195270257286583,Optim_IPNewton,20,0.10557198524475098,true,4
2.4195270260666804,Optim_IPNewton,18,0.09272289276123047,true,5
2.4195270258297343,Optim_IPNewton,22,0.10642600059509277,true,6
2.419527025768531,Optim_IPNewton,32,0.12934207916259766,true,7
2.4195270257983412,Optim_IPNewton,19,0.10161995887756348,true,8
2.4195270258151482,Optim_IPNewton,19,0.09547281265258789,true,9
2.41952702580531,Optim_IPNewton,29,0.11917996406555176,true,10
